Faculty,Subject,Course Number,Credits,Title,Info Link
SC,NRSC,4002,6.00,Team Research Project,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3587.0.5
HH,NURS,1510,3.00,Reflection and Relational Practice in Professional Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3588.0.5
HH,NURS,1511,3.00,Nursing Theory and Knowledge Development,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3589.0.5
HH,NURS,1512,3.00,Reflection and Theory-based Practice in Professional Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3590.0.5
HH,NURS,1542,3.00,Health and Well-Being,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3591.0.5
HH,NURS,1543,3.00,Health Assessment,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3592.0.5
HH,NURS,2300,3.00,Statistical Methods in Healthcare Research,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3593.0.5
HH,NURS,2513,3.00,Ethics and Health Equity in Interprofessional Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3594.0.5
HH,NURS,2514,3.00,Introduction to Social Justice and Advocacy in Nursing Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3595.0.5
HH,NURS,2535,3.00,"Pathophysiology, Pharmacological and Knowledge Integration I",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3596.0.5
HH,NURS,2536,3.00,"Pathophysiology, Pharmacology and Knowledge Integration II",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3597.0.5
HH,NURS,2543,3.00,Health of Families and Social Groups,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3598.0.5
HH,NURS,2546,6.00,Health of Families and Social Groups,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3599.0.5
HH,NURS,2546P,0.00,Practicum for HH/NURS 2546 6.00,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3600.0.5
HH,NURS,2547,6.00,Mental Health Across the Lifespan,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3601.0.5
HH,NURS,2547P,0.00,Practicum for HH/NURS 2547 6.00,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3602.0.5
HH,NURS,3001,3.00,The Canadian Health Care System,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3603.0.5
HH,NURS,3200,3.00,Creating Intercultural Safety,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3604.0.5
HH,NURS,3250,3.00,Health Care Law in the Context of Nursing Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3605.0.5
HH,NURS,3510,6.00,Partnering with Communities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3606.0.5
HH,NURS,3510P,0.00,Practicum for HH/NURS 3510 6.00,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3607.0.5
HH,NURS,3511,6.00,Episodic and Common Health Challenges,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3608.0.5
HH,NURS,3511P,0.00,Practicum for HH/NURS 3511 6.00,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3609.0.5
HH,NURS,3512,3.00,Nursing in the Context of Global and Environmental Health,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3610.0.5
HH,NURS,3513,3.00,Development as a Nurse Through Reflection and Theory,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3611.0.5
HH,NURS,3514,3.00,"Leadership, Change and Innovation",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3612.0.5
HH,NURS,3515,3.00,Evidence-informed Nursing Practice: Research and Inquiry,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3613.0.5
HH,NURS,3517,3.00,Critical Reflection and Clinical Reasoning in Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3614.0.5
HH,NURS,3537,3.00,"Pathophysiology, Pharmacology & Knowledge Integration III",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3615.0.5
HH,NURS,3710,3.00,Nurses' Experience in Health Care Environments,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3616.0.5
HH,NURS,3740,3.00,Health Care Planning for Communities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3617.0.5
HH,NURS,3800,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3618.0.5
HH,NURS,3800,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3619.0.5
HH,NURS,3901,3.00,Pharmacological and Non-pharmacological Practices,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3620.0.5
HH,NURS,4378,3.00,Care of the Older Adult in the Community,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3621.0.5
HH,NURS,4516,3.00,Development of Self as Nurse: Advanced Professional Issues,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3622.0.5
HH,NURS,4523,3.00,Health and Healing: Care of Clients and Families on the Cancer Continuum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3623.0.5
HH,NURS,4524,3.00,Trends in Healthcare Delivery,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3624.0.5
HH,NURS,4526,6.00,Acute and Complex Health Challenges,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3625.0.5
HH,NURS,4526P,0.00,Practicum for HH/NURS 4526 6.00,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3626.0.5
HH,NURS,4527,9.00,Integrated Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3627.0.5
HH,NURS,4528,3.00,Nursing Knowledge and Transition,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3628.0.5
HH,NURS,4529,6.00,Integrated Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3629.0.5
HH,NURS,4531,3.00,Professional Scholarship: Capstone Project,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3630.0.5
HH,NURS,4532,4.00,Professional Scholarship: Stream Capstone Project,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3631.0.5
HH,NURS,4533,8.00,Stream Integrated Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3632.0.5
HH,NURS,4534,3.00,Nursing Care of Adults with High Acuity Needs 1,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3633.0.5
HH,NURS,4535,3.00,Nursing Care of Adults with High Acuity Needs 2,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3634.0.5
HH,NURS,4536,3.00,Critical Perspectives in Mental Health Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3635.0.5
HH,NURS,4537,3.00,Therapeutic Modalities in Mental Health,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3636.0.5
HH,NURS,4546,3.00,Health and Healing: Global Context of Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3637.0.5
HH,NURS,4610,3.00,Human Experience of Chronic Health Challenges,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3638.0.5
HH,NURS,4620,3.00,Women's Health and Women's Health Movements: Critical Perspectives,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3639.0.5
HH,NURS,4650,3.00,Advanced Paediatric Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3640.0.5
HH,NURS,4700,3.00,Secondary Prevention of Heart Disease: Cardiac Rehabilitation in a Global Context,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3641.0.5
HH,NURS,4720,3.00,Nurses as Teachers and Learners,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3642.0.5
HH,NURS,4800,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3643.0.5
HH,NURS,4800,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3644.0.5
GS,NURS,5000,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3645.0.5
GS,NURS,5100,3.00,Theoretical and Philosophical Foundations of Nursing Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3646.0.5
GS,NURS,5110,3.00,Nursing Education Science and Praxis,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3647.0.5
GS,NURS,5115,3.00,Advancing Practice Through Nursing Education,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3648.0.5
GS,NURS,5150,3.00,Advanced Nursing Practice in Innovation,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3649.0.5
GS,NURS,5200,3.00,Qualitative Research Methods in Nursing Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3650.0.5
GS,NURS,5300,3.00,Quantitative Research Methods in Nursing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3651.0.5
GS,NURS,5400,3.00,Advanced Nursing Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3652.0.5
GS,NURS,5500,3.00,Nursing Research Development and Knowledge Mobilization,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3653.0.5
GS,NURS,5725,3.00,Data Analysis and Interpretation in Nursing and Health Care Research,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3654.0.5
GS,NURS,5810,3.00,Pathophysiology for Nurse Practitioners,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3655.0.5
GS,NURS,5820,3.00,Primary Health Care Nurse Practitioner Roles and Responsibilities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3656.0.5
GS,NURS,5830,3.00,"Advanced Health Assessment and Diagnosis I""",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3657.0.5
GS,NURS,5840,3.00,Advanced Health Assessment and Diagnosis II,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3658.0.5
GS,NURS,5850,3.00,"Therapeutics in Primary Health Care I""",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3659.0.5
GS,NURS,5860,3.00,Therapeutics in Primary Health Care II,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3660.0.5
GS,NURS,5880,0.00,Nurse Practitioner Research Development and Knowledge Mobilization,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3661.0.5
GS,NURS,6300,0.00,Expressions of Nursing Scholarship,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3662.0.5
GS,NURS,7000,6.00,Philosophical Foundations of Contemporary Nursing Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3663.0.5
GS,NURS,7005,6.00,Research Approaches in Nursing Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3664.0.5
GS,NURS,7015,0.00,PhD Doctoral Nursing Seminar 1,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3665.0.5
GS,NURS,7020,0.00,PhD Doctoral Nursing Seminar 2,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3666.0.5
GS,NURS,7030,3.00,Systematic Review and Meta-Analysis of Healthcare Interventions,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3667.0.5
GS,NURS,8000,3.00,Independent Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3668.0.5
SB,OMIS,1050,3.00,Managing Data for Business Decisions,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3669.0.5
SB,OMIS,2010,3.00,Introduction to Operations and Supply Chain  Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3670.0.5
SB,OMIS,2050,3.00,Analyzing Data for Business Decisions,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3671.0.5
SB,OMIS,3020,3.00,Predictive Analytics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3672.0.5
SB,OMIS,3670,3.00,Spreadsheet-Based Decision Support,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3673.0.5
SB,OMIS,3710,3.00,Information Systems,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3674.0.5
SB,OMIS,3730,3.00,Database Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3675.0.5
SB,OMIS,3750,3.00,Project Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3676.0.5
SB,OMIS,4000,3.00,Prescriptive Analytics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3677.0.5
SB,OMIS,4010,3.00,Artificial Intelligence Fundamentals for Business,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3678.0.5
SB,OMIS,4530,3.00,Transportation Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3679.0.5
SB,OMIS,4550,3.00,Inventory Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3680.0.5
SB,OMIS,4560,3.00,Supply Chain Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3681.0.5
SB,OMIS,4900,3.00,Guided Study - Selected Problems in OMIS,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3682.0.5
SB,OMIS,4906,3.00,Empowering Business Growth: Exploring Artificial Intelligence and Machine Learning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3683.0.5
SB,OMIS,5100,3.00,Emerging Technologies and the Changing Landscape of Business,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3684.0.5
SB,OMIS,5110,1.50,Information Systems,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3685.0.5
SB,OMIS,5120,1.50,Quantitative Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3686.0.5
SB,OMIS,5150,1.50,Analytics and Modelling for Healthcare,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3687.0.5
SB,OMIS,5201,3.00,Digitizing Supply Chain Operations,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3688.0.5
SB,OMIS,5210,1.50,Operations Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3689.0.5
SB,OMIS,5212,3.00,Design and Management of Organizational Processes,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3690.0.5
SB,OMIS,6000,3.00,Models&Applications In Operational Res,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3691.0.5
SB,OMIS,6200,3.00,Sustainable Supply Chain Strategies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3692.0.5
SB,OMIS,6210,3.00,Transportation and Logistics Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3693.0.5
SB,OMIS,6220,3.00,Supply Relationship Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3694.0.5
SB,OMIS,6230,3.00,Coordinating Demand and Supply,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3695.0.5
SB,OMIS,6300,1.50,Managing Change In Supply Chains,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3696.0.5
SB,OMIS,6310,3.00,Managing International Trade in Supply Chains,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3697.0.5
SB,OMIS,6320,3.00,Managing Digital Supply Chain Technology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3698.0.5
SB,OMIS,6350,3.00,Advanced Spreadsheet Modelling & Programming for Business,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3699.0.5
SB,OMIS,6400,4.50,Supply Chain Consulting Project,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3700.0.5
SB,OMIS,6610,3.00,Digital Transformation in Services,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3701.0.5
SB,OMIS,6620,3.00,Design Thinking,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3702.0.5
SB,OMIS,6630,3.00,Data Visualization and Storytelling,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3703.0.5
SB,OMIS,6750,3.00,Project Management,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3704.0.5
SB,OMIS,6900,1.50,Individual Study: Operations Management and Information Systems,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3705.0.5
SB,OMIS,6900,3.00,Individual Study: Operations Management and Information Systems,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3706.0.5
SB,OMIS,6906,3.00,Empowering Business Growth: Exploring Artificial Intelligence and Machine Learning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3707.0.5
SB,OMIS,7900,3.00,Selected Problems in Administration,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3708.0.5
ED,ORCO,3540,3.00,Listening and Speaking with Deaf and Hard of Hearing Learners,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3709.0.5
SB,ORGS,2100,3.00,Individuals and Groups in Organizations,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3710.0.5
SB,ORGS,2200,3.00,Organizations and their Environments,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3711.0.5
SB,ORGS,4200,3.00,Managing Human Resources,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3712.0.5
SB,ORGS,4350,3.00,Managing Change,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3713.0.5
SB,ORGS,4400,3.00,Managing Across Cultures,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3714.0.5
SB,ORGS,4500,3.00,Developing Management Skills,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.3715.0.5
